customer_id,true_persona,travel,dining,grocery,online_shopping,gas,entertainment,utilities_bills
ACQ044851,Online Shopper,117.84,249.3,246.36,959.46,124.28,336.07,238.78
ACQ044852,Dining Enthusiast,102.19,456.47,162.5,197.78,111.42,151.06,123.39
ACQ044853,Balanced Spender,182.94,194.47,192.13,184.71,209.84,193.48,183.42
ACQ044854,Everyday Essentials,74.27,133.44,387.31,143.3,272.92,71.99,274.31
ACQ044855,Everyday Essentials,76.21,163.65,482.46,159.63,322.52,80.29,346.4
ACQ044856,Online Shopper,95.28,191.72,179.01,859.81,95.84,285.61,171.8
ACQ044857,Everyday Essentials,97.71,217.87,636.4,211.03,407.71,100.57,436.88
ACQ044858,Everyday Essentials,82.07,152.72,518.99,163.7,323.87,81.54,315.45
ACQ044859,Balanced Spender,238.96,254.22,234.56,236.88,234.27,257.15,256.38
ACQ044860,Online Shopper,152.37,251.69,275.18,1307.93,134.37,410.72,288.23
ACQ044861,Balanced Spender,418.05,396.09,416.98,421.93,421.49,463.08,467.65
ACQ044862,Online Shopper,131.48,275.1,261.62,1171.82,144.47,412.37,250.6
ACQ044863,Balanced Spender,358.26,352.92,327.76,361.7,355.41,367.62,368.75
ACQ044864,Frequent Traveler,672.69,261.43,148.55,205.17,83.36,165.74,263.6
ACQ044865,Dining Enthusiast,99.68,434.3,141.83,186.5,105.2,150.08,116.62
ACQ044866,Frequent Traveler,654.12,255.77,132.48,218.97,88.49,180.43,279.59
ACQ044867,Balanced Spender,217.14,218.57,232.4,248.61,243.93,245.39,249.4
ACQ044868,Dining Enthusiast,200.6,876.04,292.51,349.07,204.79,294.19,245.49
ACQ044869,Balanced Spender,207.19,201.28,197.69,202.98,191.13,210.27,229.38
ACQ044870,Everyday Essentials,139.42,241.16,850.25,264.24,515.74,128.43,537.86
ACQ044871,Online Shopper,121.52,246.93,220.83,1073.37,112.64,360.01,216.32
ACQ044872,Everyday Essentials,86.65,167.78,520.14,160.95,352.62,88.08,298.72
ACQ044873,Online Shopper,61.27,146.65,145.18,606.13,64.07,192.25,137.44
ACQ044874,Balanced Spender,210.77,207.05,210.27,220.37,221.7,259.29,235.98
ACQ044875,Everyday Essentials,97.33,205.24,653.6,192.13,412.61,104.08,420.56
ACQ044876,Balanced Spender,426.95,410.07,400.94,415.22,415.91,447.43,426.86
ACQ044877,Dining Enthusiast,110.17,438.92,150.05,184.26,97.63,132.67,131.0
ACQ044878,Dining Enthusiast,145.0,666.8,227.64,275.99,143.53,237.13,193.76
ACQ044879,Frequent Traveler,511.2,223.25,123.03,174.86,76.85,150.04,216.35
ACQ044880,Frequent Traveler,697.85,322.94,155.66,253.49,104.15,197.4,306.52
ACQ044881,Dining Enthusiast,203.53,947.4,315.77,370.08,212.15,275.51,248.23
ACQ044882,Online Shopper,101.89,182.98,209.5,915.3,95.94,317.81,197.35
ACQ044883,Everyday Essentials,84.79,158.69,442.57,161.11,316.75,79.74,306.98
ACQ044884,Everyday Essentials,63.18,137.09,446.75,137.98,284.09,68.29,260.62
ACQ044885,Frequent Traveler,483.08,199.43,100.3,143.21,62.36,126.66,193.64
ACQ044886,Balanced Spender,218.66,216.47,216.08,224.88,238.2,241.34,254.14
ACQ044887,Frequent Traveler,922.39,345.78,183.71,272.51,127.47,241.54,406.44
ACQ044888,Dining Enthusiast,157.85,638.84,234.98,273.45,155.63,195.53,176.51
ACQ044889,Online Shopper,106.87,196.04,197.04,932.32,102.46,282.91,203.07
ACQ044890,Everyday Essentials,99.89,202.86,572.34,205.61,398.72,102.45,417.41
ACQ044891,Frequent Traveler,722.67,302.43,167.22,234.27,96.66,192.93,302.98
ACQ044892,Everyday Essentials,113.6,211.25,609.0,209.29,389.55,105.37,420.01
ACQ044893,Balanced Spender,249.2,242.56,248.54,243.07,244.61,251.21,277.39
ACQ044894,Frequent Traveler,507.7,196.75,102.16,147.7,64.17,128.98,190.44
ACQ044895,Frequent Traveler,879.95,394.51,200.16,308.72,130.01,280.41,381.48
ACQ044896,Balanced Spender,406.44,382.34,375.31,384.63,402.37,421.51,426.75
ACQ044897,Frequent Traveler,446.55,191.43,97.63,155.87,61.37,117.84,180.31
ACQ044898,Dining Enthusiast,161.17,673.68,241.13,280.63,144.47,232.8,182.53
ACQ044899,Frequent Traveler,740.86,321.7,166.84,233.28,106.04,202.39,293.31
ACQ044900,Balanced Spender,215.11,211.0,206.16,207.62,215.8,221.72,193.79
ACQ044901,Frequent Traveler,1030.94,436.74,240.1,346.91,154.01,334.3,471.13
ACQ044902,Dining Enthusiast,122.55,535.77,170.27,234.37,108.97,194.51,149.93
ACQ044903,Frequent Traveler,634.98,288.48,159.58,233.08,102.67,191.8,260.91
ACQ044904,Dining Enthusiast,195.76,888.96,310.67,377.5,209.37,325.53,287.6
ACQ044905,Everyday Essentials,84.13,164.36,557.96,167.14,331.74,82.25,342.66
ACQ044906,Everyday Essentials,151.85,292.75,828.01,294.5,551.75,145.46,630.33
ACQ044907,Everyday Essentials,134.15,288.64,754.35,263.92,512.43,120.02,583.13
ACQ044908,Everyday Essentials,122.46,225.15,746.68,261.89,496.07,117.76,424.87
ACQ044909,Frequent Traveler,468.42,213.63,121.41,165.8,69.23,138.67,215.93
ACQ044910,Frequent Traveler,1036.9,436.57,224.63,343.24,149.44,296.54,417.69
ACQ044911,Frequent Traveler,964.08,375.04,197.49,334.3,121.32,263.57,369.11
ACQ044912,Online Shopper,117.72,234.73,218.29,1095.27,109.49,354.49,230.47
ACQ044913,Frequent Traveler,684.38,277.5,158.86,197.26,102.86,176.34,259.25
ACQ044914,Online Shopper,122.69,226.15,242.03,1056.97,123.49,350.16,243.4
ACQ044915,Frequent Traveler,877.49,377.4,180.34,306.56,121.69,248.37,393.57
ACQ044916,Online Shopper,57.3,126.57,111.44,519.23,64.91,189.7,117.96
ACQ044917,Balanced Spender,275.33,279.76,295.2,269.48,259.31,310.12,299.59
ACQ044918,Balanced Spender,202.07,191.96,188.81,186.03,182.01,212.38,202.12
ACQ044919,Balanced Spender,338.89,331.27,322.23,338.14,324.37,323.36,343.3
ACQ044920,Balanced Spender,334.59,343.71,334.38,320.61,336.5,335.7,354.75
ACQ044921,Balanced Spender,432.05,399.64,405.92,418.36,404.66,426.19,404.65
ACQ044922,Dining Enthusiast,213.17,874.77,316.9,349.26,202.79,292.45,245.59
ACQ044923,Frequent Traveler,838.03,359.03,181.6,317.01,112.52,242.16,373.57
ACQ044924,Online Shopper,75.7,168.92,152.68,722.61,87.2,262.1,172.08
ACQ044925,Balanced Spender,179.54,154.88,187.13,194.79,168.69,190.69,196.95
ACQ044926,Frequent Traveler,961.22,400.41,218.82,323.63,124.07,265.86,389.62
ACQ044927,Everyday Essentials,118.76,246.43,740.19,257.5,475.85,119.38,465.62
ACQ044928,Online Shopper,107.86,221.89,214.17,961.66,113.79,302.69,208.35
ACQ044929,Frequent Traveler,868.23,413.95,208.1,324.21,139.87,291.75,373.38
ACQ044930,Frequent Traveler,1053.78,450.24,229.05,377.05,139.16,308.19,404.45
ACQ044931,Everyday Essentials,148.44,280.64,856.09,288.6,578.67,144.41,554.9
ACQ044932,Everyday Essentials,84.58,185.14,526.56,179.2,349.39,88.25,349.05
ACQ044933,Online Shopper,108.67,218.38,189.99,938.41,105.69,304.36,214.43
ACQ044934,Everyday Essentials,87.16,168.26,510.08,166.91,325.16,86.6,359.91
ACQ044935,Dining Enthusiast,180.37,792.16,264.38,310.6,158.8,263.07,206.58
ACQ044936,Balanced Spender,309.47,328.43,326.11,320.35,322.62,333.21,374.55
ACQ044937,Everyday Essentials,61.12,133.12,408.95,149.31,267.17,70.66,283.12
ACQ044938,Everyday Essentials,143.33,290.09,895.19,271.56,598.87,147.29,642.36
ACQ044939,Everyday Essentials,89.57,183.05,530.72,178.79,336.04,84.87,354.14
ACQ044940,Balanced Spender,204.78,186.93,202.29,176.53,191.97,200.31,204.26
ACQ044941,Frequent Traveler,948.94,430.13,217.67,323.23,111.54,288.5,447.88
ACQ044942,Dining Enthusiast,120.74,502.53,178.94,211.0,124.28,167.58,143.91
ACQ044943,Everyday Essentials,109.77,229.7,683.66,226.14,404.29,119.69,417.95
ACQ044944,Frequent Traveler,682.15,274.46,153.51,228.07,84.77,177.16,284.87
ACQ044945,Balanced Spender,176.67,178.95,173.08,196.17,182.56,204.3,182.44
ACQ044946,Online Shopper,154.58,303.39,276.27,1317.37,139.64,398.5,263.57
ACQ044947,Balanced Spender,191.61,191.4,196.79,196.4,193.53,205.76,215.44
ACQ044948,Dining Enthusiast,110.9,519.04,184.13,224.29,117.27,179.77,136.02
ACQ044949,Frequent Traveler,632.66,283.02,158.88,242.94,95.21,210.75,260.62
ACQ044950,Balanced Spender,330.13,312.29,298.32,314.69,319.62,329.21,341.45
ACQ044951,Balanced Spender,255.25,242.15,243.83,283.89,246.57,277.82,271.5
ACQ044952,Online Shopper,65.65,135.31,139.17,608.55,70.86,209.31,132.76
ACQ044953,Online Shopper,65.76,141.01,139.54,595.96,64.13,191.32,132.63
ACQ044954,Frequent Traveler,768.01,364.87,173.49,269.77,124.38,208.87,352.54
ACQ044955,Balanced Spender,249.16,270.01,251.19,275.08,248.27,287.78,284.87
ACQ044956,Everyday Essentials,101.75,199.75,576.15,215.69,420.17,103.79,421.16
ACQ044957,Everyday Essentials,81.04,168.94,484.11,135.65,312.6,70.91,308.5
ACQ044958,Frequent Traveler,1066.55,414.8,236.02,367.26,158.02,311.24,426.05
ACQ044959,Dining Enthusiast,235.81,968.12,348.42,423.2,229.16,331.75,280.06
ACQ044960,Dining Enthusiast,216.52,1031.25,324.05,429.33,210.5,351.22,270.8
ACQ044961,Frequent Traveler,553.83,202.95,103.8,174.41,75.34,138.98,193.01
ACQ044962,Online Shopper,68.01,118.37,125.52,573.1,63.24,190.51,121.77
ACQ044963,Online Shopper,76.79,159.65,168.56,827.32,86.9,233.4,168.91
ACQ044964,Frequent Traveler,500.5,212.47,111.67,163.58,67.71,145.88,202.86
ACQ044965,Balanced Spender,327.14,299.66,291.22,298.33,286.23,335.91,292.21
ACQ044966,Everyday Essentials,99.04,214.51,665.37,229.78,419.18,103.69,432.76
ACQ044967,Online Shopper,143.3,301.91,295.63,1343.26,135.53,425.28,286.61
ACQ044968,Balanced Spender,321.81,287.3,290.0,295.57,309.6,324.32,337.22
ACQ044969,Dining Enthusiast,234.22,905.75,333.64,422.22,227.73,319.16,261.08
ACQ044970,Balanced Spender,379.45,404.57,421.32,416.61,453.57,476.37,444.37
ACQ044971,Balanced Spender,177.54,195.62,181.85,196.0,188.05,181.25,183.82
ACQ044972,Balanced Spender,256.57,237.53,235.65,233.43,242.35,259.68,279.93
ACQ044973,Balanced Spender,300.43,289.99,283.76,308.55,262.91,313.54,314.96
ACQ044974,Balanced Spender,310.8,329.41,316.84,320.88,298.72,357.15,336.49
ACQ044975,Online Shopper,120.23,233.74,256.8,1035.71,112.72,339.96,223.25
ACQ044976,Online Shopper,106.46,195.97,225.85,971.52,104.46,333.04,214.81
ACQ044977,Everyday Essentials,81.54,182.47,534.33,159.22,317.12,88.82,334.41
ACQ044978,Frequent Traveler,1022.75,414.94,232.85,353.47,167.19,307.13,429.88
ACQ044979,Online Shopper,123.42,243.81,268.5,1203.73,126.07,370.94,269.48
ACQ044980,Everyday Essentials,84.94,174.29,464.47,162.82,333.52,89.12,329.0
ACQ044981,Online Shopper,107.38,213.98,212.04,938.03,118.26,320.17,223.25
ACQ044982,Dining Enthusiast,152.39,760.37,254.9,302.67,157.87,248.27,213.03
ACQ044983,Online Shopper,77.98,154.69,152.8,695.58,82.72,237.32,157.94
ACQ044984,Dining Enthusiast,137.57,696.54,231.6,306.41,157.64,239.1,181.48
ACQ044985,Frequent Traveler,930.13,377.24,214.8,318.4,132.74,242.46,389.3
ACQ044986,Everyday Essentials,151.56,266.16,823.3,309.99,559.79,151.0,597.16
ACQ044987,Frequent Traveler,979.8,385.86,217.68,339.95,137.24,285.32,383.67
ACQ044988,Balanced Spender,373.15,348.27,344.18,322.3,331.77,368.12,355.94
ACQ044989,Online Shopper,91.86,194.93,194.5,884.95,93.81,312.25,186.64
ACQ044990,Everyday Essentials,118.3,260.17,785.83,244.92,492.69,122.15,527.42
ACQ044991,Frequent Traveler,1060.33,432.53,235.45,369.85,137.47,304.67,443.01
ACQ044992,Dining Enthusiast,112.76,523.39,170.88,214.38,115.64,159.52,152.59
ACQ044993,Online Shopper,85.21,198.58,190.26,879.03,85.24,288.15,196.35
ACQ044994,Everyday Essentials,86.56,174.96,506.86,185.16,369.29,90.43,372.53
ACQ044995,Frequent Traveler,507.19,204.5,109.06,170.99,66.51,138.54,216.12
ACQ044996,Dining Enthusiast,133.23,606.12,200.8,253.15,142.72,185.59,176.11
ACQ044997,Everyday Essentials,110.98,218.93,652.6,226.7,440.19,109.48,409.06
ACQ044998,Online Shopper,114.3,228.26,222.85,1042.46,109.33,318.44,214.48
ACQ044999,Dining Enthusiast,122.1,600.69,181.3,235.38,137.39,186.66,159.11
ACQ045000,Dining Enthusiast,187.14,777.98,267.8,343.6,189.71,272.82,235.72
ACQ045001,Online Shopper,81.62,174.63,172.79,750.38,84.33,253.64,169.0
ACQ045002,Everyday Essentials,106.27,218.29,673.9,219.86,442.82,104.71,410.62
ACQ045003,Frequent Traveler,759.5,295.21,167.39,252.96,100.25,194.34,270.86
ACQ045004,Frequent Traveler,498.89,213.08,114.39,167.72,71.24,152.52,216.82
ACQ045005,Frequent Traveler,428.47,179.5,95.17,147.01,65.36,129.21,170.25
ACQ045006,Everyday Essentials,116.23,229.13,693.99,254.33,453.8,120.75,467.64
ACQ045007,Dining Enthusiast,166.82,735.26,285.1,330.26,182.49,261.69,229.9
ACQ045008,Frequent Traveler,471.39,213.83,119.57,174.03,75.59,148.61,225.74
ACQ045009,Everyday Essentials,87.22,164.11,516.72,191.52,334.9,91.67,352.54
ACQ045010,Frequent Traveler,744.53,347.44,183.71,254.51,121.57,229.44,298.91
ACQ045011,Dining Enthusiast,133.52,632.63,205.46,248.93,136.38,203.74,181.34
ACQ045012,Balanced Spender,361.88,348.79,330.5,379.39,373.48,353.49,349.92
ACQ045013,Everyday Essentials,154.18,260.82,783.62,277.3,561.41,137.64,542.66
ACQ045014,Balanced Spender,195.55,209.9,213.46,198.74,234.2,219.6,241.73
ACQ045015,Dining Enthusiast,136.99,617.92,216.07,271.27,143.52,225.99,173.95
ACQ045016,Everyday Essentials,132.34,259.53,751.48,281.12,542.25,139.68,550.47
ACQ045017,Everyday Essentials,105.96,189.94,598.17,220.23,421.04,101.83,402.1
ACQ045018,Online Shopper,87.65,163.46,185.89,774.21,85.19,269.86,178.95
ACQ045019,Dining Enthusiast,202.02,902.65,296.19,391.42,193.02,278.61,245.24
ACQ045020,Online Shopper,108.8,233.6,213.9,1044.78,104.63,320.51,209.9
ACQ045021,Balanced Spender,188.21,187.6,178.69,179.8,179.13,192.63,192.19
ACQ045022,Dining Enthusiast,223.73,903.8,326.72,453.97,242.78,335.72,267.05
ACQ045023,Everyday Essentials,110.37,215.89,674.63,222.72,443.53,105.61,445.84
ACQ045024,Frequent Traveler,1063.23,441.48,238.38,365.01,149.94,304.73,459.4
ACQ045025,Online Shopper,67.23,136.4,154.0,584.26,73.88,208.76,131.76
ACQ045026,Balanced Spender,418.6,405.15,438.2,418.82,418.68,441.25,454.17
ACQ045027,Everyday Essentials,75.9,159.91,433.91,154.77,333.6,76.93,298.83
ACQ045028,Everyday Essentials,60.53,127.08,371.24,139.21,279.48,72.62,270.3
ACQ045029,Online Shopper,112.96,211.34,233.05,1014.83,118.47,323.19,229.09
ACQ045030,Dining Enthusiast,229.92,1040.58,347.92,446.66,216.02,352.29,293.37
ACQ045031,Balanced Spender,184.57,199.98,186.56,179.17,172.28,188.69,188.11
ACQ045032,Online Shopper,77.06,173.83,174.31,742.55,85.89,253.52,175.89
ACQ045033,Balanced Spender,338.06,345.97,350.19,381.67,353.3,399.64,358.87
ACQ045034,Frequent Traveler,999.95,405.38,214.31,313.26,125.13,256.51,393.22
ACQ045035,Dining Enthusiast,192.36,861.83,284.09,379.31,197.91,262.53,212.49
ACQ045036,Dining Enthusiast,169.45,704.98,248.33,280.23,176.91,239.91,211.69
ACQ045037,Online Shopper,123.54,211.61,222.56,1001.0,108.78,351.96,246.45
ACQ045038,Online Shopper,124.68,249.64,250.47,1142.41,126.15,409.29,258.87
ACQ045039,Frequent Traveler,810.22,294.44,174.8,276.2,120.28,225.4,321.35
ACQ045040,Dining Enthusiast,145.08,633.38,235.78,266.39,149.24,231.27,205.14
ACQ045041,Frequent Traveler,597.95,290.05,152.45,245.52,89.09,206.28,269.82
ACQ045042,Everyday Essentials,62.59,129.36,341.74,123.07,231.56,62.47,236.97
ACQ045043,Dining Enthusiast,199.0,942.61,326.2,385.41,210.62,319.27,237.6
ACQ045044,Online Shopper,68.36,128.03,144.52,540.72,62.45,207.4,123.9
ACQ045045,Balanced Spender,304.36,260.67,287.0,296.72,238.44,293.85,295.57
ACQ045046,Dining Enthusiast,116.81,514.42,179.84,213.84,115.35,171.45,148.24
ACQ045047,Online Shopper,85.48,157.9,165.9,793.68,81.18,236.35,159.12
ACQ045048,Frequent Traveler,612.37,256.09,141.5,206.12,99.07,180.69,269.03
ACQ045049,Dining Enthusiast,98.57,467.31,165.02,194.72,110.17,173.17,142.1
ACQ045050,Online Shopper,71.02,154.98,142.69,643.87,79.47,222.74,153.85
ACQ045051,Everyday Essentials,126.64,228.93,792.29,239.37,469.91,127.52,513.22
ACQ045052,Balanced Spender,327.61,324.48,321.88,308.1,333.04,333.4,334.73
ACQ045053,Balanced Spender,206.33,189.27,184.51,211.14,195.9,188.28,219.93
ACQ045054,Balanced Spender,298.29,348.05,318.53,348.59,373.21,346.18,365.89
ACQ045055,Frequent Traveler,791.43,276.17,159.76,252.16,105.53,211.83,300.45
ACQ045056,Online Shopper,107.76,228.55,220.9,1032.12,113.67,346.46,229.48
ACQ045057,Dining Enthusiast,213.48,932.26,297.32,409.44,217.24,317.93,260.98
ACQ045058,Everyday Essentials,59.54,128.42,375.44,115.62,243.53,69.15,265.26
ACQ045059,Dining Enthusiast,214.87,926.56,324.76,423.36,211.33,325.81,275.2
ACQ045060,Frequent Traveler,909.7,387.91,217.35,351.14,133.36,273.29,390.01
ACQ045061,Dining Enthusiast,148.2,649.71,203.53,251.98,152.38,223.14,184.76
ACQ045062,Everyday Essentials,141.13,293.02,870.18,292.27,658.54,148.43,613.49
ACQ045063,Balanced Spender,336.11,351.21,341.65,353.02,338.52,395.81,386.62
ACQ045064,Online Shopper,70.12,139.74,135.16,670.68,72.88,221.5,140.57
ACQ045065,Everyday Essentials,134.29,271.06,827.27,292.0,537.14,126.45,551.07
ACQ045066,Online Shopper,64.31,140.7,136.98,684.55,70.97,205.65,132.11
ACQ045067,Dining Enthusiast,180.05,897.39,258.13,359.0,194.61,295.83,237.51
ACQ045068,Balanced Spender,247.46,256.89,241.12,256.78,276.74,272.34,265.52
ACQ045069,Balanced Spender,330.9,364.15,372.53,348.76,389.06,410.47,375.22
ACQ045070,Frequent Traveler,646.16,262.49,139.99,204.0,89.73,176.09,262.87
ACQ045071,Frequent Traveler,765.33,286.81,160.04,225.35,103.62,188.44,282.45
ACQ045072,Everyday Essentials,137.44,254.44,772.72,252.46,514.06,114.69,530.21
ACQ045073,Everyday Essentials,90.58,161.75,538.22,191.16,354.42,86.39,288.83
ACQ045074,Online Shopper,87.13,157.91,154.14,807.16,85.66,257.95,166.98
ACQ045075,Online Shopper,84.1,165.23,170.69,760.26,91.08,272.23,181.29
ACQ045076,Everyday Essentials,66.08,157.64,451.02,152.82,285.87,70.73,284.87
ACQ045077,Everyday Essentials,136.32,247.47,742.66,263.89,497.74,123.51,545.43
ACQ045078,Dining Enthusiast,205.87,870.96,284.4,377.02,187.83,309.52,249.15
ACQ045079,Frequent Traveler,504.23,237.0,116.79,184.22,78.81,159.42,218.7
ACQ045080,Online Shopper,67.82,145.24,140.21,682.45,71.83,217.18,139.79
ACQ045081,Frequent Traveler,456.27,192.35,91.91,162.1,67.54,130.79,192.15
ACQ045082,Balanced Spender,310.95,310.11,331.02,338.32,324.95,331.59,335.89
ACQ045083,Frequent Traveler,843.56,309.25,166.42,271.42,112.77,227.07,349.46
ACQ045084,Dining Enthusiast,195.09,841.6,258.71,343.74,184.18,257.59,219.45
ACQ045085,Online Shopper,59.67,127.01,126.15,491.01,60.27,199.28,137.12
ACQ045086,Online Shopper,62.21,112.26,120.51,517.6,59.46,182.35,122.07
ACQ045087,Everyday Essentials,118.03,250.15,657.14,213.47,429.49,115.15,466.71
ACQ045088,Online Shopper,79.88,152.49,162.29,695.96,77.01,233.4,149.36
ACQ045089,Balanced Spender,338.72,380.79,388.51,342.42,387.25,376.06,403.09
ACQ045090,Everyday Essentials,162.7,311.5,834.6,315.25,574.72,145.93,599.12
ACQ045091,Balanced Spender,225.77,210.07,224.64,231.61,224.97,247.5,267.53
ACQ045092,Frequent Traveler,771.5,323.46,190.0,239.76,107.26,222.7,309.76
ACQ045093,Frequent Traveler,794.57,305.66,175.38,270.95,106.27,237.0,309.27
ACQ045094,Balanced Spender,341.68,323.16,353.86,362.03,362.75,334.52,373.11
ACQ045095,Online Shopper,82.37,173.1,169.9,768.64,83.57,272.56,142.99
ACQ045096,Online Shopper,112.32,219.94,227.5,1024.25,94.65,320.62,231.46
ACQ045097,Balanced Spender,228.3,249.24,225.65,241.02,226.2,255.85,250.44
ACQ045098,Balanced Spender,298.87,303.83,299.99,288.49,271.6,317.62,334.27
ACQ045099,Online Shopper,146.06,271.19,251.13,1217.62,145.97,416.18,297.37
ACQ045100,Balanced Spender,267.92,282.88,291.76,282.68,264.1,270.47,288.1
ACQ045101,Dining Enthusiast,137.03,589.09,193.26,240.71,135.22,208.43,172.13
ACQ045102,Online Shopper,76.91,155.14,150.27,684.86,75.65,219.98,144.01
ACQ045103,Balanced Spender,304.73,285.75,283.43,283.35,287.79,338.66,323.62
ACQ045104,Dining Enthusiast,176.02,750.57,228.29,323.24,170.14,250.59,193.41
ACQ045105,Balanced Spender,258.09,286.44,257.11,263.07,253.56,272.91,278.65
ACQ045106,Balanced Spender,242.31,234.42,262.81,250.18,236.41,278.36,259.15
ACQ045107,Dining Enthusiast,145.51,605.69,206.56,287.0,150.88,201.73,167.92
ACQ045108,Balanced Spender,213.84,220.23,199.01,209.67,221.7,248.31,240.86
ACQ045109,Online Shopper,94.6,162.91,183.84,877.25,85.3,264.7,184.37
ACQ045110,Dining Enthusiast,120.07,596.8,180.78,230.58,112.84,185.45,145.04
ACQ045111,Balanced Spender,367.08,412.57,377.53,371.47,387.17,391.84,423.24
ACQ045112,Balanced Spender,163.43,155.97,174.13,164.03,163.28,197.32,184.27
ACQ045113,Dining Enthusiast,145.09,616.9,230.67,275.36,144.49,204.2,203.13
ACQ045114,Online Shopper,127.5,219.06,219.49,1059.01,104.68,368.89,237.71
ACQ045115,Online Shopper,144.29,293.75,298.91,1283.54,132.54,425.67,304.28
ACQ045116,Balanced Spender,288.94,306.13,296.91,301.03,295.41,329.31,321.17
ACQ045117,Dining Enthusiast,161.74,700.3,239.12,278.23,163.26,221.91,186.37
ACQ045118,Balanced Spender,225.58,239.11,216.42,231.66,234.71,241.92,233.84
ACQ045119,Balanced Spender,382.99,380.83,367.17,376.18,352.75,409.65,388.51
ACQ045120,Everyday Essentials,92.71,178.04,580.14,189.46,375.73,90.54,318.93
ACQ045121,Dining Enthusiast,142.77,629.14,221.17,279.36,139.48,213.03,175.6
ACQ045122,Dining Enthusiast,196.89,922.15,307.48,396.62,193.09,310.47,260.98
ACQ045123,Balanced Spender,279.74,289.56,270.48,267.16,332.16,309.97,279.0
ACQ045124,Dining Enthusiast,230.26,985.68,353.93,454.19,232.67,357.11,305.37
ACQ045125,Dining Enthusiast,151.21,662.21,188.59,255.46,144.76,214.09,172.44
ACQ045126,Everyday Essentials,93.55,189.55,475.48,168.43,349.69,81.49,365.01
ACQ045127,Online Shopper,138.06,267.9,246.88,1168.52,133.15,368.45,274.6
ACQ045128,Frequent Traveler,600.74,233.35,132.34,214.07,81.97,167.38,246.63
ACQ045129,Frequent Traveler,599.26,232.68,122.1,202.43,80.22,166.25,234.13
ACQ045130,Dining Enthusiast,217.7,992.0,314.83,405.74,226.41,336.21,292.05
ACQ045131,Dining Enthusiast,227.51,885.17,295.56,366.99,207.22,304.11,255.32
ACQ045132,Everyday Essentials,117.28,226.7,683.42,232.16,456.61,124.26,490.14
ACQ045133,Frequent Traveler,674.79,289.07,150.65,234.85,103.38,193.35,277.95
ACQ045134,Frequent Traveler,456.77,180.77,110.84,149.61,61.3,129.25,195.48
ACQ045135,Balanced Spender,318.3,306.31,320.35,318.05,331.52,359.94,339.55
ACQ045136,Balanced Spender,309.93,308.08,341.54,326.08,293.25,352.62,326.59
ACQ045137,Online Shopper,125.98,246.22,245.02,1058.42,137.18,385.47,241.34
ACQ045138,Frequent Traveler,487.72,187.64,102.37,162.65,66.69,139.52,198.15
ACQ045139,Everyday Essentials,67.39,137.59,439.42,138.51,290.9,73.72,246.14
ACQ045140,Dining Enthusiast,159.34,606.07,222.52,278.34,142.69,214.97,191.71
ACQ045141,Frequent Traveler,1078.09,397.68,217.45,335.11,132.67,304.08,401.46
ACQ045142,Dining Enthusiast,139.11,639.0,225.89,284.62,143.54,227.76,187.4
ACQ045143,Online Shopper,89.25,184.07,176.73,728.11,85.78,256.4,184.88
ACQ045144,Online Shopper,142.18,250.4,252.51,1245.7,136.87,377.69,252.79
ACQ045145,Frequent Traveler,843.45,375.37,196.81,310.57,114.57,268.48,378.31
ACQ045146,Frequent Traveler,930.59,361.08,182.33,288.07,114.86,234.17,396.42
ACQ045147,Online Shopper,85.68,183.03,167.78,773.48,89.09,260.29,179.19
ACQ045148,Dining Enthusiast,194.45,833.57,261.36,363.27,185.02,277.5,225.13
ACQ045149,Online Shopper,108.26,223.01,231.22,1066.03,105.94,348.07,228.29
ACQ045150,Dining Enthusiast,158.72,693.06,250.77,319.08,160.42,217.44,200.24
ACQ045151,Online Shopper,96.36,203.74,199.62,840.21,100.06,284.68,185.2
ACQ045152,Balanced Spender,206.89,197.11,218.2,203.96,196.87,206.35,211.82
ACQ045153,Online Shopper,123.98,235.49,228.93,1069.74,110.06,368.0,226.48
ACQ045154,Online Shopper,65.91,136.58,150.8,627.93,63.41,203.25,132.21
ACQ045155,Online Shopper,61.95,119.59,115.03,536.44,61.46,186.96,120.02
ACQ045156,Dining Enthusiast,115.09,538.68,176.6,234.68,115.52,184.31,155.1
ACQ045157,Frequent Traveler,675.38,280.46,154.41,240.47,90.93,188.61,311.99
ACQ045158,Frequent Traveler,531.92,246.58,122.54,194.22,84.94,151.44,240.46
ACQ045159,Balanced Spender,200.49,193.4,194.24,223.6,203.2,214.94,216.49
ACQ045160,Online Shopper,132.44,298.43,278.6,1169.09,135.39,434.21,317.58
ACQ045161,Online Shopper,133.39,280.77,256.27,1191.82,162.79,415.08,324.24
ACQ045162,Frequent Traveler,513.99,231.0,102.58,155.2,69.18,134.78,217.19
ACQ045163,Online Shopper,117.99,225.62,244.27,1059.39,120.88,361.55,223.5
ACQ045164,Everyday Essentials,129.5,248.9,721.31,249.07,473.38,126.69,449.15
ACQ045165,Everyday Essentials,79.4,150.14,467.76,155.56,286.78,77.85,302.54
ACQ045166,Frequent Traveler,743.39,286.58,163.15,228.14,104.56,202.95,302.74
ACQ045167,Everyday Essentials,78.4,163.81,521.98,173.61,315.13,84.51,335.33
ACQ045168,Balanced Spender,271.53,275.4,323.69,295.66,285.59,346.9,323.51
ACQ045169,Online Shopper,84.24,175.39,179.91,752.35,97.07,255.35,159.86
